Comente,texto_final,sentimento_bert
@aline.camposcarrilho Lindos filmes,alinecamposcarrilho lindos filmes,Neutral
Um olhar no Paraíso,olhar paraíso,Neutral
O Rei eterno,rei eterno,Neutral
ORei de porcelana,orei porcelana,Neutral
Um olhar para o paraíso.,olhar para paraíso,Neutral
A Noviça Rebelde,noviça rebelde,Neutral
E o Vento levou,vento levou,Neutral
Uma linda mulher ❤️,uma linda mulher,Neutral
Memórias de uma gueixa,memórias uma gueixa,Neutral
Uma linda mulher,uma linda mulher,Neutral
Sempre ao seu lado,sempre seu lado,Neutral
O pequeno príncipe,pequeno príncipe,Neutral
"A espera de um milagre, nunca chorei tanto.",espera milagre nunca chorei tanto,Neutral
A espera de um Milagre 🙌,espera milagre,Neutral
A Cabana ❤️,cabana,Neutral
Uma linda mulher,uma linda mulher,Neutral
Como estrelas na terra,como estrelas terra,Neutral
Como eu era antes de vc 🥰🥰🥰🥰,como era antes,Neutral
Top Gun: Maverick,top gun maverick,Neutral
@keniacarolina91ryYs,keniacarolina91ryys,Neutral
A cabana,cabana,Neutral
Sempre ao meu lado,sempre meu lado,Neutral
Os Dez Mandamentos,dez mandamentos,Neutral
Querido Jhon.🥰❤️,querido jhon,Neutral
O melhor amigo da noiva,melhor amigo noiva,Neutral
"Diário de uma paixão, quarto de guerra",diário uma paixão quarto guerra,Neutral
Kaio,kaio,Neutral
Uma linda mulher,uma linda mulher,Neutral
JESUS CRISTO É O CAMINHO A VERDADE E A VIDA! 👑🙏,jesus cristo caminho verdade vida,Neutral
Quarto de guerra🙌,quarto guerra,Neutral
X de semana,semana,Neutral
Como eu era antes de você 😍,como era antes você,Neutral
Ainda estou aqui,ainda estou aqui,Neutral
Auto da Compadecida 2,auto compadecida,Neutral
@rosemeire318 até que enfim alguém colocou tudo de uma 🥰,rosemeire318 até que enfim alguém colocou tudo uma,Neutral
Uma linda mulher 😍💜,uma linda mulher,Neutral
Livro de Eli,livro eli,Neutral
"Ritmo quente,um amor pra recordar ❤️❤️",ritmo quenteum amor pra recordar,Neutral
#GUMMO,gummo,Neutral
A cabana,cabana,Neutral
"Click, a procura de um milagre.",click procura milagre,Neutral
Uma linda mulher,uma linda mulher,Neutral
"Gente o pq de tanta gente escolher mesmo filme, ele e bom mais tem muitos outros melhores ,ex Espera de um milagre.",gente tanta gente escolher mesmo filme ele bom mais tem muitos outros melhores ex espera milagre,Neutral
Som da liberdade 🗽,som liberdade,Neutral
Uma linda mulher 💜,uma linda mulher,Neutral
"Uma linda mulher, Um amor para recordar , Ghost, O milagre da fé  e tantos outros❤️",uma linda mulher amor para recordar ghost milagre tantos outros,Neutral
Depois do Universo 😍,depois universo,Neutral
Como eu era antes de você ❤️,como era antes você,Neutral
Uma advogada extraordinária ❤️❤️❤️,uma advogada extraordinária,Neutral
A Procura da Felicidade,procura felicidade,Neutral
Pouco limite - O filme 🤭,pouco limite filme,Neutral
Curtindo a vida adoidado.....🥂,curtindo vida adoidado,Neutral
Um amor pra recorda  e maravilhoso,amor pra recorda maravilhoso,Neutral
Desgraça a o seu Dispor😂😍 Alquimia das Almas💜💜💜😍😍,desgraça seu dispor alquimia das almas,Neutral
"Luta pela fé, a história do padre Stu, lindo filme me emocionei",luta pela fé história padre stu lindo filme emocionei,Neutral
UM AMOR PRA RECORDAR,amor pra recordar,Neutral
Beleza verdeira,beleza verdeira,Neutral
O livro de Eli,livro eli,Neutral
Uma linda mulher.,uma linda mulher,Neutral
Um sonho possível,sonho possível,Neutral
Estou endividada kkkk,estou endividada kkkk,Neutral
Dirty Dance❤️,dirty dance,Neutral
Uma linda mulher,uma linda mulher,Neutral
Um amor  para Recordar 🥹,amor para recordar,Neutral
Gigante de aço...,gigante aço,Neutral
Uma linda mulher,uma linda mulher,Neutral
Prisão breyk,prisão breyk,Neutral
As panteras,panteras,Neutral
Pra sempre ao seu lado,pra sempre seu lado,Neutral
Quarto de guerra,quarto guerra,Neutral
Uma linda mulher,uma linda mulher,Neutral
Gladiador o primeiro filme,gladiador primeiro filme,Neutral
💜💜,nan,Neutral
"Até o último homem , o som do coração, coração valente , um sonho impossível",até último homem som coração coração valente sonho impossível,Neutral
Os deuses estão loucos,deuses estão loucos,Neutral
Meu dinheiro tá preso! Não consigo entrar no app,meu dinheiro preso não consigo entrar app,Neutral
👏👏👏,nan,Neutral
Cartão ruim. O ruim p aumentar limite. Deus é mais,cartão ruim ruim aumentar limite deus mais,Neutral
@nubank aplicativo do nubank não está funcionando quero ver minha conta não consigo nem com senha nem nada ?,nubank aplicativo nubank não está funcionando quero ver minha conta não consigo nem com senha nem nada,Neutral
@nubank já atualizei app e tô no wi fi,nubank atualizei app,Neutral
"Não tem opção de pedir segunda via do cartão, não consigo contato cm vcs, nubank decaiu bastante. Preciso de uma segunda via do cartão!!!",não tem opção pedir segunda via cartão não consigo contato vcs nubank decaiu bastante preciso uma segunda via cartão,Neutral
Preciso pagar meus boletos e a nubank bloqueou meu saldo 😔,preciso pagar meus boletos nubank bloqueou meu saldo,Neutral
@nubank não aparece essa opção no app.,nubank não aparece essa opção app,Neutral
"E uma puta de uma safadeza, pra guardar nas caixinhas, pode ser a qualquer momento, sábados, domingos e feriados, agora pra retirar, precisa aguardar o próximo dia, se caso o saque  for noite e piora se for em fins de semana, @nubank o dinheiro pertence a mim e tenho o direito de te-lo a disposição no momento em que desejar, independente do dia e horário.",uma puta uma safadeza pra guardar nas caixinhas pode ser qualquer momento sábados domingos feriados agora pra retirar precisa aguardar próximo dia caso saque for noite piora for fins semana nubank dinheiro pertence mim tenho direito telo disposição momento que desejar independente dia horário,Neutral
"Caixinhas do @NUBANK nunca mais, você fica na mão se precisar retirar seus recursos em fins de semana.",caixinhas nubank nunca mais você fica mão precisar retirar seus recursos fins semana,Neutral
Vcs não se atrevam a me cobrar uma compra que eu não fiz! Não se atrevam! Vcs tem problema de segurança e eu NÃO VOU PAGAR POR ISSO,vcs não atrevam cobrar uma compra que não fiz não atrevam vcs tem problema segurança não vou pagar por isso,Neutral
"nubank eo melhor banco, sempre me ajudou disponilizando empréstimos e limites. sempre pago em dias pra nunca falta",nubank melhor banco sempre ajudou disponilizando empréstimos limites sempre pago dias pra nunca falta,Neutral
@nubank vcs não sabem a encrenca que arrumaram,nubank vcs não sabem encrenca que arrumaram,Neutral
@nubank Lenny esse banco é abusivo e vai responder processo na justiça pelo abuso e negligência que fizeram com mru CPF tomem cuidado se precisar te mando o número do processo provas de como esse banco é falho e irresponsável sem falar no atendimento tudo eletrônico e atendentes que não sabem resolver o problema. ( processo na justiça contra esse banco,nubank lenny esse banco abusivo vai responder processo justiça pelo abuso negligência que fizeram com mru cpf tomem cuidado precisar mando número processo provas como esse banco falho irresponsável sem falar atendimento tudo eletrônico atendentes que não sabem resolver problema processo justiça contra esse banco,Neutral
@nubank até hj continua sem carregar o histórico de transações 🫠🫠🫠🫠🫠,nubank até continua sem carregar histórico transações,Neutral
@gabrielreis_adv aconteceu isso com a conta do meu pai. O juiz já solicitou o desbloqueio e o Nubank não desbloqueia a conta dele. As contas estão atrasadas e ele está sendo prejudicado financeiramente,gabrielreis adv aconteceu isso com conta meu pai juiz solicitou desbloqueio nubank não desbloqueia conta dele contas estão atrasadas ele está sendo prejudicado financeiramente,Neutral
Cadê meu comprovante,cadê meu comprovante,Neutral
💜💟💜💟💜💟💜,nan,Neutral
,nan,Neutral
❤️❤️❤️❤️,nan,Neutral
Alguém aí teve a conta desativada pela nubank? Tendi foi nada,alguém teve conta desativada pela nubank tendi foi nada,Neutral
@nubank acredito q seja o mesmo problema de diversas pessoas q reclamaram aqui tb,nubank acredito seja mesmo problema diversas pessoas reclamaram aqui,Neutral
Nao consigo acessar a minha conta nao reconhece minha senha,nao consigo acessar minha conta nao reconhece minha senha,Neutral
O meu tá sem funciona ainda a,meu sem funciona ainda,Neutral
Não estou conseguindo acessar minha conta 😢,não estou conseguindo acessar minha conta,Neutral
@nubank meu Pix QR não paga de jeito nenhum,nubank meu pix não paga jeito nenhum,Neutral
@nubank porque o TAP TO PAY está indisponível á vários dias?,nubank porque tap pay está indisponível vários dias,Neutral
"@nubank pior banco que existe,precisando do dinheiro que está lá e ficam tirando onda com a cara dos outros,assim que voltar ao normal irei cancelar essa contato",nubank pior banco que existeprecisando dinheiro que está ficam tirando onda com cara dos outrosassim que voltar normal irei cancelar essa contato,Neutral
@nubank o TAP TO PAY não está funcionando há vários dias!,nubank tap pay não está funcionando vários dias,Neutral
"Não consigo resgatar meu dinheiro da caixa de emergência a 2 dias, alguém sabe o que pode ser?",não consigo resgatar meu dinheiro caixa emergência dias alguém sabe que pode ser,Neutral
App não abre! O que tá acontecendo @nubank arruma isso,app não abre que acontecendo nubank arruma isso,Neutral
O app não pega de jeito nenhum 😑,app não pega jeito nenhum,Neutral
"Gente, o tap to pay sem funcionar e a gente PJ sem qualquer satisfação?",gente tap pay sem funcionar gente sem qualquer satisfação,Neutral
"Pelo amor de Deus, eu não aguento mais voces me ligando procurando por Larissa. Eu não sou Larissa, mudei de numero há menos de 15 dias e desde então recebo ligações sem parar. Já pedi diversas vezes para pararem, mas ficam me importunando o tempo inteiro! Eu não aguento mais !!!!",pelo amor deus não aguento mais voces ligando procurando por larissa não sou larissa mudei numero menos dias desde então recebo ligações sem parar pedi diversas vezes para pararem mas ficam importunando tempo inteiro não aguento mais ,Neutral
"E o Tap do Pay não vai voltar? Já está a dias fora do ar. E não adianta falar pra entrar em contato com o atendimento pq lá só falam pra usar outro método de cobrança. Mas e o outro método, vão cobrar menos taxa tbm??",tap pay não vai voltar está dias fora ar não adianta falar pra entrar contato com atendimento falam pra usar outro método cobrança mas outro método vão cobrar menos taxa tbm,Neutral
Já vai fazer 3 semanas que meu dinheiro está preso e nada é resolvido!!!!!!!!,vai fazer semanas que meu dinheiro está preso nada resolvido,Neutral
Alguém tbm não está conseguindo abrir o app?,alguém tbm não está conseguindo abrir app,Neutral
"@matheuscroce é já fazem 3 semanas que eles bloquearam minha conta e não mandaram meu dinheiro ainda, já fazem mais de 3 semanas que eu mando meus dados pelo Gmail e nada….. obs: tenho um bebê de 2 anos e meu dinheiro preso!!!!!",matheuscroce fazem semanas que eles bloquearam minha conta não mandaram meu dinheiro ainda fazem mais semanas que mando meus dados pelo gmail nada obs tenho bebê anos meu dinheiro preso,Neutral
"Mais de 24h sem funcionar o app, não tô entendendo!",mais 24h sem funcionar app não entendendo,Neutral
@gabrielreis_adv to com 191 reais preso no nubank e eles não resolveram nada!!!!,gabrielreis adv com 191 reais preso nubank eles não resolveram nada,Neutral
"@lenny_nailsss minha conta foi bloqueada e desativada e eles não dão retorno do meu dinheiro, já mandei todos os dados da outra conta e nada é resolvido!!!!!!",lenny nailsss minha conta foi bloqueada desativada eles não dão retorno meu dinheiro mandei todos dados outra conta nada resolvido,Neutral
"Deletei o app e instalei de novo, voltou a funcionar.",deletei app instalei novo voltou funcionar,Neutral
"@info_color  exatamente, a minha também não está funcionando faz dias",info color exatamente minha também não está funcionando faz dias,Neutral
"@nubank RECEBO DIA 19, NO MESMO DIA DO VENCIMENTO DO BOLETO, COMO É DOMINGO SERIA DIA 20 NA SEGUNDA-FEIRA, SÓ Q AQUI NO RJ DIA 20 É FERIADO E NÃO ABRE NADA, NÃO É JUSTO EU PAGAR JUROS, SERÁ Q PODE ME AJUDAR?",nubank recebo dia 19 mesmo dia vencimento boleto como domingo seria dia segundafeira aqui dia feriado não abre nada não justo pagar juros será pode ajudar,Neutral
@nubank obrigada,nubank obrigada,Neutral
"@nubank nada disso ! Está com problemas mesmo , até tem uma mensagem falando que está com o sistema e aguardar",nubank nada disso está com problemas mesmo até tem uma mensagem falando que está com sistema aguardar,Neutral
"@byhelenbezerra também!!!!! O sistema está com problemas, até colocaram agora no app informações 🤦‍♀️ @nubank",byhelenbezerra também sistema está com problemas até colocaram agora app informações nubank,Neutral
"@nubank vcs estão mesmo desatualizados , pois até no app fala que o sistema está ruim e aguardar 🤡",nubank vcs estão mesmo desatualizados pois até app fala que sistema está ruim aguardar,Neutral
Logo no dia 5 você fica fora do ar 😰,logo dia você fica fora,Neutral
@nubank parem de mandar fazer isso !!! O problema é do sistemas de vcs está até no app!!,nubank parem mandar fazer isso  problema sistemas vcs está até app,Neutral
@nubank todos os passos feitos e ainda sim a resposta é a mesmo  serviço indisponível,nubank todos passos feitos ainda sim resposta mesmo serviço indisponível,Neutral
@nubank telefone dá como não existe 😫😫😫 tentando pagar meu cartão e app não abre,nubank telefone como não existe tentando pagar meu cartão app não abre,Neutral
@rafaellecarine os outros bancos tbm estão assim 😢,rafaellecarine outros bancos tbm estão assim,Neutral
